15,6,5,41,94,66,99,55,28,52
62,23,72,16,7,5,68,58,37,11
46,0,27,54,69,5,29,79,9,95
4,9,13,42,70,55,68,13,68,93
88,32,48,67,35,71,39,92,1,23
31,54,18,2,4,47,66,80,17,2
47,82,1,36,94,50,75,51,91,3
97,40,64,49,10,40,46,79,67,31
75,60,61,68,25,82,99,94,99,52
88,0,88,20,94,68,43,58,5,77
41,40,72,94,97,49,35,31,30,38
14,80,82,43,30,23,15,34,38,20
72,69,70,70,62,25,27,10,48,48
64,83,8,2,31,12,23,29,84,36
75,26,50,27,77,69,25,71,11,46
32,90,98,99,94,89,6,82,95,10
43,31,9,25,96,83,88,27,53,74
7,37,28,59,72,91,74,32,46,56
46,7,91,86,4,18,15,54,2,97
5,50,48,86,45,32,87,98,22,9
50,10,3,75,23,96,87,39,5,22
35,9,65,49,66,58,14,56,99,27
12,11,95,40,99,20,66,0,90,70
20,0,61,9,30,90,9,15,30,81
20,37,53,54,61,92,67,20,8,59
35,46,62,71,39,73,48,95,50,50
83,88,89,84,59,86,87,22,62,12
76,13,46,94,34,75,67,13,40,60
70,36,44,8,42,39,53,92,42,24
64,98,3,73,13,95,72,23,42,1
12,65,23,40,98,82,31,70,53,83
30,95,64,16,96,32,94,84,18,45
67,44,24,87,78,25,37,0,95,67
86,27,59,60,4,63,43,76,28,59
80,31,38,90,3,29,13,86,97,62
68,55,33,25,16,47,48,76,17,72
86,74,83,29,66,46,43,42,57,11
8,92,15,70,93,11,13,87,7,14
71,74,39,60,21,29,90,3,82,80
89,0,3,21,88,59,39,57,75,10
83,27,12,0,95,65,8,80,65,22
12,6,38,41,29,20,22,34,19,79
60,54,15,9,48,80,26,57,40,56
8,22,6,21,73,36,69,76,37,16
74,26,66,81,18,38,57,10,8,85
68,63,87,13,47,46,65,35,69,40
69,17,41,63,86,13,59,12,20,79
99,64,21,42,41,94,88,49,19,21
46,84,91,11,60,34,68,75,57,90
56,45,59,46,19,55,9,58,23,26
27,90,24,82,16,97,44,30,11,60
30,24,36,24,27,3,59,8,70,3
81,43,56,46,3,59,17,50,41,84
79,66,99,90,9,75,9,87,35,93
88,72,16,88,27,56,24,36,54,59
96,54,16,0,8,7,61,0,41,91
42,37,96,89,69,16,90,35,81,9
27,62,44,4,95,15,2,34,33,7
64,62,51,90,44,4,16,45,74,90
74,81,30,73,48,27,53,3,57,90
69,99,52,6,30,20,27,28,25,88
97,5,16,4,23,90,20,18,84,31
18,74,4,67,59,43,29,55,90,14
72,41,23,47,20,26,78,52,5,37
73,91,57,80,67,34,90,40,69,63
79,99,11,96,75,21,18,27,48,3
26,35,23,72,69,82,48,10,43,13
33,85,5,45,53,14,74,87,82,31
71,81,94,62,48,68,73,61,93,76
17,3,69,73,80,63,53,73,35,85
46,40,75,38,86,26,45,88,57,31
33,83,24,21,32,40,74,17,84,77
18,37,35,59,69,12,72,73,32,41
24,31,6,17,41,70,46,19,84,37
91,29,38,78,21,99,32,31,45,11
86,81,93,7,81,86,43,29,31,73
57,48,2,63,63,24,32,46,27,38
61,13,20,77,84,50,11,59,94,17
40,38,41,64,53,78,71,76,65,41
81,37,96,45,29,23,37,57,28,52
81,5,81,0,59,25,75,19,63,32
22,43,59,44,37,36,93,17,52,46
1,50,4,97,82,43,10,57,5,94
56,66,17,61,61,69,96,53,26,40
17,13,35,17,96,19,76,61,17,71
36,76,74,32,24,29,82,39,71,19
71,66,20,94,3,3,61,16,16,34
61,81,52,62,74,88,4,2,30,68
86,33,65,8,51,41,80,17,16,23
21,55,2,10,77,3,35,19,62,0
76,6,75,8,50,77,55,8,26,4
64,99,85,51,67,39,75,52,92,43
69,3,85,68,34,23,12,61,34,96
65,62,65,42,95,49,54,33,30,94
76,22,31,63,60,25,76,81,89,15
68,14,99,87,2,24,64,34,83,37
86,75,91,40,37,51,47,29,68,47
73,87,37,86,33,80,34,85,0,69
77,27,42,56,50,16,29,53,39,51
5,2,13,90,25,30,64,47,26,1
54,37,99,78,91,10,44,25,25,1
97,4,2,57,74,94,65,16,14,72
50,44,17,2,94,82,6,44,36,99
51,2,17,56,87,76,78,84,0,46
59,70,35,56,86,46,53,76,11,76
74,39,79,91,10,96,54,81,90,11
13,15,39,30,19,13,18,92,7,18
5,66,54,22,44,51,38,75,8,37
79,68,70,22,74,14,18,81,19,28
69,80,98,94,19,64,82,7,91,36
75,33,50,89,11,64,37,13,40,59
71,45,50,90,41,53,90,92,9,87
55,21,2,39,16,49,41,32,41,54
57,21,72,98,48,46,60,12,37,67
43,46,0,84,23,28,17,65,25,85
52,29,58,4,70,34,18,62,67,0
78,71,67,21,80,27,22,2,83,45
98,11,70,22,33,77,24,75,70,85
36,78,80,0,67,39,98,89,57,14
28,32,34,97,53,17,58,27,16,19
96,14,9,63,13,90,91,66,96,50
50,4,14,51,30,82,87,37,55,76
81,57,36,72,10,40,75,5,69,32
36,41,0,14,60,32,43,61,97,20
92,0,88,85,82,8,80,31,17,48
71,68,89,35,33,80,0,61,58,9
90,58,84,43,50,18,95,56,40,99
24,6,67,31,42,32,68,4,79,5
56,68,83,37,33,30,60,13,13,42
65,33,24,91,31,96,96,16,33,64
29,87,57,2,60,1,61,93,19,33
46,43,96,42,76,74,11,66,0,70
12,9,82,18,1,65,79,44,99,17
51,43,39,77,20,76,26,55,54,89
28,3,61,53,35,7,93,19,62,91
55,57,35,47,95,27,8,46,91,24
74,39,49,67,50,30,33,0,76,46
63,23,38,89,18,16,29,72,62,2
23,64,14,70,54,90,64,88,35,87
73,55,73,99,0,46,3,70,3,74
9,83,83,3,32,45,34,31,47,45
73,84,56,46,2,60,41,97,21,78
14,19,23,86,41,10,45,61,51,21
24,98,70,42,79,50,68,94,52,20
57,9,24,97,68,85,65,93,49,2
83,39,37,82,53,93,89,90,43,59
44,26,88,11,19,46,19,71,55,7
91,49,27,99,67,55,3,38,98,93
23,10,28,61,12,14,34,23,86,19
82,29,42,39,28,76,21,30,98,70
26,23,0,81,29,28,91,74,62,56
78,41,33,83,20,61,74,75,39,27
70,82,24,73,21,14,15,87,66,87
64,38,69,78,58,14,27,20,59,36
10,4,79,87,52,82,29,7,8,53
84,92,67,32,88,80,51,8,68,64
62,74,86,18,67,71,21,14,7,18
35,89,74,23,62,23,90,60,22,44
49,33,80,8,23,30,98,96,28,33
27,56,67,63,90,23,19,62,87,12
10,9,51,41,99,51,50,21,29,92
91,16,2,64,19,88,59,36,85,49
28,32,54,91,24,4,97,52,68,13
81,91,16,20,83,98,82,32,49,68
3,91,34,70,91,90,10,98,13,94
7,68,91,54,81,27,26,89,73,7
10,47,79,60,75,6,59,95,59,65
37,79,86,77,89,75,6,50,82,34
42,25,4,6,74,40,16,17,27,63
33,49,72,65,10,64,39,2,18,46
41,32,22,63,1,82,41,34,8,70
79,73,3,32,82,46,51,43,71,9
54,45,57,6,31,18,45,9,31,83
86,98,53,79,9,77,57,75,98,77
30,23,18,7,45,97,41,36,86,36
69,69,5,17,49,52,30,18,35,77
68,48,72,35,52,24,34,38,2,14
76,50,38,32,59,95,55,70,71,99
30,1,81,58,40,71,62,93,20,12
95,30,40,26,85,98,89,80,12,96
14,24,18,26,48,97,42,93,17,1
44,87,79,52,74,73,65,57,54,22
27,14,45,60,1,85,0,31,23,35
21,38,79,66,40,71,6,37,57,82
54,30,16,85,17,55,15,45,10,89
2,82,9,70,82,55,86,29,45,34
8,85,97,67,15,66,1,25,32,30
19,69,24,32,19,91,12,84,90,1
91,35,67,58,53,37,73,46,89,79
63,60,38,94,33,82,75,83,84,96
91,43,43,15,57,47,96,97,95,17
74,72,95,88,7,64,82,92,98,44
37,18,90,38,11,59,95,0,0,15
57,15,28,11,48,11,77,43,80,43
57,27,30,4,31,3,76,16,16,1
85,44,53,55,52,6,51,79,29,70
19,11,61,65,39,2,15,90,48,21
71,18,89,86,44,39,40,62,44,26
43,91,96,68,87,66,54,60,9,67
93,52,94,82,17,95,57,90,52,66
28,8,99,81,20,68,8,12,4,97
57,61,28,21,65,16,29,71,30,11
10,48,37,16,11,14,88,69,18,75
19,87,96,69,59,14,94,24,89,75
9,26,8,79,7,40,4,86,68,45
55,4,96,63,56,96,75,36,8,18
46,51,75,65,10,20,90,79,79,73
26,69,48,14,10,41,82,82,7,74
23,27,65,52,57,99,70,30,36,15
94,32,96,11,10,40,5,60,4,48
2,66,88,60,26,20,88,38,3,0
6,7,20,22,94,48,76,60,90,44
26,48,2,22,70,45,77,70,34,41
72,59,72,73,26,92,93,79,39,61
55,57,13,46,81,21,29,67,53,33
14,91,72,25,96,52,98,99,4,92
51,83,32,5,89,92,5,27,82,30
43,36,91,47,50,16,99,64,32,2
14,62,18,5,32,0,77,38,7,29
41,43,69,4,54,67,89,68,89,27
27,92,28,88,58,40,36,31,88,36
18,24,16,35,35,64,63,98,72,77
62,43,73,11,61,3,1,87,37,47
16,70,78,66,35,10,58,57,79,5
68,51,76,54,46,78,42,44,25,40
45,60,44,33,89,8,23,54,35,47
73,6,86,75,71,73,22,93,31,68
86,57,55,33,30,54,12,3,24,61
61,81,82,5,15,61,15,57,81,12
93,45,51,12,30,93,6,71,15,62
66,78,83,40,46,71,59,35,3,39
81,69,34,75,13,3,75,89,31,3
1,77,94,59,12,85,32,44,79,26
7,8,35,4,92,42,52,35,81,65
65,40,81,5,7,34,94,94,76,97
71,87,10,13,62,85,67,68,35,67
63,45,42,85,14,20,30,23,63,0
2,40,84,48,10,98,61,0,66,40
33,84,73,47,11,18,2,6,99,31
94,63,28,36,46,92,37,32,69,80
66,3,72,71,36,28,85,66,24,55
22,37,96,36,77,43,92,15,78,34
47,13,21,52,92,7,25,44,74,96
41,53,29,38,18,19,38,32,83,32
39,58,69,93,20,28,16,99,75,53
52,24,4,25,28,11,58,24,67,72
49,53,30,7,55,28,1,3,81,51
72,30,44,32,45,3,81,74,65,46
97,54,96,76,90,24,58,7,2,81
77,61,46,45,18,10,11,97,46,74
32,45,59,81,84,79,38,35,89,72
37,87,6,12,32,67,25,1,51,49
39,33,19,78,93,72,26,18,42,5
77,52,29,59,44,66,1,31,18,72
57,92,79,63,33,2,32,6,6,18
64,90,56,2,61,4,14,68,11,95
33,78,9,51,68,32,11,59,55,23
90,69,54,65,16,38,89,25,9,29
9,63,17,98,4,23,28,8,74,77
6,71,65,33,49,23,43,63,92,25
86,61,90,46,7,93,55,56,44,1
84,66,76,96,67,23,26,95,98,51
95,10,48,92,47,61,97,46,42,43
26,72,33,89,37,14,10,29,23,82
82,59,40,37,33,90,78,68,77,70
41,39,81,66,93,8,88,69,53,39
59,95,73,91,86,91,61,49,90,69
41,77,14,65,25,4,69,67,60,83
96,1,17,42,0,47,13,8,27,48
81,73,71,56,90,24,87,76,97,54
99,41,71,92,62,11,95,73,99,68
48,18,10,65,94,80,94,3,25,4
48,49,95,61,27,46,83,81,36,85
11,32,78,83,64,93,22,54,95,29
53,77,55,52,15,11,98,93,23,35
73,77,28,24,69,87,14,21,83,18
70,97,57,54,59,81,77,41,22,0
88,43,36,76,13,64,55,93,61,21
58,46,4,10,99,22,45,74,90,2
41,69,77,15,80,29,17,53,33,56
95,25,6,13,44,76,47,6,47,95
28,19,73,79,50,97,95,29,39,22
90,42,18,64,85,61,15,43,88,50
24,95,83,37,50,62,49,8,61,5
2,23,11,26,95,40,6,7,51,80
87,89,46,81,32,25,57,16,28,61
23,25,97,0,73,56,55,15,28,8
82,30,24,34,58,55,0,21,90,25
15,35,53,29,47,52,23,54,60,76
86,40,90,41,73,18,64,56,82,63
14,61,73,96,68,2,84,35,8,57
23,4,8,99,50,66,74,99,91,25
28,59,13,28,98,87,70,48,54,3
71,41,55,0,60,65,84,13,13,51
74,8,7,82,84,96,7,94,56,20
91,35,33,19,70,77,30,86,15,30
0,82,57,62,20,93,96,28,40,62
73,1,65,84,48,56,61,56,42,97
97,63,59,63,19,34,70,79,67,83
9,10,58,71,95,22,77,36,98,33
39,86,19,4,59,68,22,33,47,58
97,94,41,41,25,72,23,47,29,72
74,57,5,4,46,99,70,40,68,6
14,64,90,98,43,42,5,18,56,30
11,62,54,83,22,30,77,29,44,0
85,46,63,15,87,7,69,53,28,13
94,21,57,57,11,53,44,77,3,75
2,55,13,95,20,3,52,95,20,25
32,27,86,16,39,69,84,25,69,13
62,21,25,1,42,66,84,71,2,77
77,93,78,12,85,95,19,99,49,64
82,77,59,94,48,28,20,12,52,79
19,56,55,31,84,62,78,40,55,30
21,63,68,96,37,31,72,3,69,55
16,3,4,93,13,83,43,73,69,6
30,71,57,92,93,9,19,67,92,77
11,82,59,65,74,34,90,45,74,39
17,39,45,44,34,14,67,48,5,19
21,69,20,81,6,70,9,18,10,40
53,2,0,45,67,6,63,26,28,60
45,91,29,6,8,90,92,4,80,95
40,31,54,63,63,92,45,14,60,37
95,53,35,19,50,73,67,11,73,21
5,88,30,0,31,25,18,71,65,60
67,21,27,30,27,14,83,68,0,84
94,6,92,34,73,10,3,42,44,72
45,46,8,59,68,65,19,74,72,78
53,8,0,41,3,6,73,33,3,45
99,69,48,1,13,57,4,75,18,19
34,3,36,12,56,75,93,83,80,34
15,91,62,51,64,28,89,43,14,19
98,82,55,43,10,79,25,85,96,55
33,24,73,36,81,92,3,91,89,61
95,32,19,58,43,85,47,48,71,83
57,6,42,14,55,41,73,8,96,16
98,49,11,58,28,56,47,8,42,54
57,65,70,81,72,37,80,76,28,2
3,98,26,71,17,29,26,92,68,67
58,59,71,71,48,77,54,71,81,80
54,31,35,28,30,29,93,62,19,86
70,34,62,68,46,26,76,18,16,42
41,2,37,5,41,43,78,37,49,4
59,17,10,30,55,16,61,84,83,92
9,99,53,70,41,45,25,59,78,25
61,27,20,86,60,32,85,33,92,16
96,16,40,55,22,86,8,45,17,45
14,66,8,41,35,6,17,12,47,99
33,60,14,59,78,97,3,48,28,25
20,49,11,22,70,58,70,2,88,23
20,32,12,3,70,34,46,86,56,86
3,88,46,80,48,71,57,50,74,87
28,3,96,44,49,20,81,67,53,87
43,16,68,63,37,77,8,64,90,47
2,39,75,47,45,95,9,92,13,25
14,23,26,27,22,53,96,39,74,46
28,60,10,94,34,88,11,95,63,18
45,33,83,71,64,61,56,56,50,60
8,1,75,55,76,21,71,31,46,45
97,15,24,19,64,7,92,48,13,91
2,80,88,88,86,67,65,0,41,36
73,24,66,99,65,24,53,60,66,57
35,40,39,40,16,5,13,74,60,55
79,21,20,22,60,6,0,24,43,17
65,32,25,96,92,21,8,27,28,1
48,1,36,33,58,52,80,60,87,50
12,55,98,88,1,3,26,4,6,80
63,73,15,47,84,54,5,63,66,77
66,29,50,66,54,11,56,39,23,32
61,20,46,83,25,81,23,79,75,47
67,96,5,43,84,26,0,10,58,15
17,45,75,70,39,72,97,91,94,44
96,9,38,9,82,56,13,31,86,6
36,42,43,97,20,55,72,10,29,3
16,70,20,71,36,3,76,84,82,86
46,52,79,21,2,29,73,53,37,15
45,36,82,82,77,17,79,81,9,61
31,87,58,71,77,41,79,14,64,11
43,54,22,27,66,86,30,16,83,39
7,70,91,87,70,35,14,15,13,46
95,20,55,63,97,32,91,74,60,35
87,55,32,11,63,14,48,29,0,76
99,76,24,52,59,98,71,67,1,1
59,50,62,29,51,43,4,80,50,49
74,89,34,42,95,80,28,49,35,73
22,53,66,10,45,28,78,14,71,79
16,71,91,59,14,24,21,29,40,49
10,59,80,11,39,58,82,65,8,90
37,52,53,12,71,64,46,18,52,61
43,80,71,16,29,84,80,86,40,70
79,91,86,83,77,70,6,92,65,38
20,47,11,21,97,34,40,45,76,55
85,11,76,5,14,71,92,13,61,94
94,26,99,78,90,48,40,61,7,84
62,67,21,29,68,13,78,10,52,38
86,1,96,97,51,56,35,71,37,74
60,3,73,15,54,58,67,75,70,4
19,64,98,5,17,64,6,54,17,68
0,82,33,39,18,81,28,74,14,59
17,59,31,75,2,15,4,16,43,73
97,77,61,13,85,77,28,68,93,65
9,22,63,36,96,40,3,96,30,42
37,52,38,22,64,36,51,48,44,52
98,87,31,53,63,18,55,13,25,32
71,18,95,3,12,10,11,11,29,18
65,56,32,34,63,85,34,41,28,89
70,67,53,38,77,80,27,79,82,5
48,79,34,19,10,51,2,44,14,91
0,38,85,7,87,81,62,39,69,58
22,88,94,13,58,92,66,7,50,4
68,16,44,55,56,18,5,6,98,34
50,48,9,72,88,86,65,99,60,27
23,23,11,4,1,72,91,74,73,60
78,87,18,92,45,73,91,33,52,63
0,9,77,17,8,24,3,36,41,6
96,34,44,80,46,58,15,90,44,21
31,27,88,43,32,94,17,75,25,19
95,72,80,62,93,84,12,11,38,94
73,99,55,71,14,58,9,34,90,68
10,55,87,82,12,40,57,38,15,19
54,9,50,27,67,24,11,90,66,71
95,73,8,77,40,32,26,75,8,23
94,20,38,96,20,93,38,91,62,81
23,97,23,65,49,8,79,29,66,79
69,55,2,74,43,27,1,6,7,76
13,50,40,14,79,59,86,78,90,97
7,60,96,80,34,0,59,24,32,8
40,94,60,68,35,42,29,19,66,60
37,2,49,45,60,46,53,35,91,95
17,21,72,68,43,89,83,2,30,55
68,67,1,86,42,22,77,1,46,16
7,25,44,70,74,68,92,10,74,78
8,0,24,53,72,68,68,82,6,94
5,20,92,14,67,51,47,85,87,97
67,9,0,94,79,98,75,14,45,85
12,95,60,24,85,24,78,92,46,44
70,6,5,40,70,94,51,73,49,28
69,33,96,49,1,23,50,11,59,2
75,31,91,42,23,11,48,14,52,98
18,7,75,66,54,16,80,45,38,68
97,51,26,53,33,5,56,98,83,11
67,8,25,17,15,14,61,4,6,86
30,56,18,3,99,14,10,46,22,9
93,59,95,47,17,43,73,4,58,66
5,80,96,93,19,54,82,9,42,64
72,38,91,4,94,68,22,50,57,69
30,73,5,4,95,67,85,75,61,69
66,66,38,15,73,97,48,36,96,8
13,12,97,85,73,39,56,74,49,53
61,50,42,7,96,79,24,80,94,4
19,72,60,84,22,44,86,47,71,4
92,29,26,26,86,38,75,15,14,32
77,3,75,13,53,34,31,4,78,57
98,18,84,58,94,46,38,45,49,35
11,7,29,67,89,90,45,4,15,62
81,48,16,51,69,43,22,55,35,62
7,9,13,8,67,71,32,40,29,92
9,16,77,43,73,51,49,93,53,35
41,87,18,14,91,1,24,59,94,30
8,69,13,37,79,96,38,22,97,19
43,4,67,64,57,84,66,92,18,43
31,18,16,57,17,87,41,73,16,32
6,96,72,25,50,22,86,79,80,75
18,46,94,64,19,64,57,15,62,59
60,27,76,76,63,98,52,48,64,82
32,48,44,3,64,32,33,56,58,5
58,95,9,6,22,70,4,32,50,66
77,5,21,49,91,60,91,50,65,20
80,11,23,25,24,50,16,40,80,4
13,55,63,84,23,25,15,47,7,78
83,5,62,45,40,6,61,58,45,94
29,6,79,3,20,68,30,8,0,4
76,91,48,80,14,47,8,93,41,85
85,97,46,95,24,7,24,32,76,37
56,99,87,4,31,88,91,93,48,30
48,3,74,14,59,89,16,91,27,59
41,89,96,89,1,48,93,35,35,66
85,57,51,39,46,1,13,79,87,84
72,70,25,9,62,49,57,5,25,3
86,88,56,52,59,58,15,12,99,88
52,33,27,7,47,11,14,24,51,70
65,33,94,46,39,31,50,34,50,73
87,41,25,38,41,53,31,36,22,92
39,54,15,36,76,75,38,83,95,81
71,75,54,73,19,23,82,4,47,27
22,73,7,53,2,50,3,42,67,15
24,56,91,55,88,1,10,44,21,93
3,87,86,17,14,9,14,91,65,62
33,32,20,6,42,77,80,48,65,53
38,59,27,50,16,69,38,28,49,85
62,72,12,89,16,82,99,84,43,11
14,23,15,98,23,33,54,9,39,38
76,69,17,41,58,62,8,76,54,78
27,4,7,96,18,5,27,84,45,37
37,99,37,35,38,51,48,87,27,73
79,54,96,76,67,58,49,47,88,53
92,82,42,75,33,22,61,54,63,85
21,84,13,37,14,57,24,25,68,0
26,18,88,67,10,4,20,78,29,33
35,53,95,77,26,92,85,59,75,12
38,28,20,74,26,1,98,26,17,92
71,79,6,86,84,26,3,27,88,42
89,10,39,94,22,69,66,19,88,50
50,83,42,13,38,95,5,62,34,78
90,96,27,17,20,34,46,20,77,10
70,0,87,70,52,35,84,56,6,96
70,69,1,90,25,35,58,62,39,73
90,73,83,54,19,52,30,13,35,17
24,39,89,55,22,0,9,62,77,47
21,77,12,79,6,84,98,67,80,62
69,92,40,58,78,39,9,32,3,41
94,92,2,43,83,91,49,64,48,34
95,16,49,90,65,81,4,40,34,37
27,40,82,12,72,84,72,4,74,28
78,32,2,80,37,39,65,53,44,26
58,2,5,56,44,59,37,94,15,95
97,9,19,3,9,94,11,50,53,40
24,47,88,26,19,88,48,35,63,46
45,38,5,29,67,33,91,32,94,33
64,10,78,34,2,63,85,54,9,23
39,89,52,91,48,30,6,96,29,95
36,39,36,11,1,65,62,68,97,36
41,11,93,43,6,38,56,89,98,90
36,35,39,17,97,23,67,2,24,25
56,26,0,28,50,90,70,66,78,87
32,77,20,22,16,48,12,79,92,39
30,5,52,64,88,9,78,73,90,12
18,74,19,49,49,62,35,12,86,95
65,97,57,92,37,99,31,0,75,78
53,65,30,74,39,81,14,2,8,36
94,90,61,45,96,32,14,88,85,7
22,45,88,79,68,70,15,51,19,14
6,62,47,17,63,82,98,13,57,23
89,17,43,12,83,31,93,27,21,50
38,49,23,63,2,8,19,8,55,80
5,32,20,95,15,5,99,97,3,29
22,26,16,58,9,98,31,66,98,23
40,34,38,54,61,91,13,71,18,40
84,87,32,66,52,20,25,51,4,68
74,48,31,74,25,3,70,35,38,15
78,17,6,73,33,96,76,66,70,94
10,53,35,60,28,54,77,5,86,31
98,6,9,29,43,38,18,47,42,78
18,89,82,29,36,23,23,24,51,39
60,86,28,86,30,41,26,78,15,52
84,10,57,4,78,8,74,26,72,57
5,68,59,49,15,42,89,73,60,91
45,55,52,76,32,4,76,66,44,39
38,89,57,40,57,36,71,75,14,65
12,64,90,73,31,98,44,55,73,58
57,1,26,69,93,3,34,73,84,46
74,99,16,46,11,28,53,76,2,93
19,57,21,86,66,59,21,55,26,34
24,53,93,83,88,11,89,53,23,1
13,2,79,76,99,36,15,41,41,59
70,58,60,31,24,78,60,97,28,12
56,19,6,15,67,6,20,58,58,10
72,78,79,25,63,57,65,9,75,60
74,79,57,2,38,45,32,5,73,88
34,73,83,79,95,23,30,84,67,30
99,8,39,5,83,19,44,2,11,83
55,40,82,21,59,22,92,26,41,71
39,27,11,23,27,41,82,77,16,48
26,85,96,82,17,37,15,45,64,42
78,93,71,81,28,61,90,34,24,74
77,14,50,59,38,43,24,15,12,93
76,15,81,97,67,55,65,42,86,80
99,72,80,48,13,48,37,82,79,28
67,29,19,39,23,67,78,30,34,83
77,33,80,18,51,19,53,24,32,49
33,24,31,58,84,84,14,50,13,91
94,80,68,31,50,75,7,43,78,36
59,93,30,29,65,25,6,89,37,17
34,34,42,34,96,90,22,45,40,36
10,63,59,93,81,82,29,94,90,48
32,41,59,80,56,55,28,37,45,61
57,17,79,70,80,13,75,85,45,93
0,86,74,68,60,20,91,98,84,65
79,51,15,23,83,4,11,9,52,4
87,63,39,38,61,16,67,50,42,37
8,45,86,56,38,98,35,30,65,36
18,78,45,47,54,63,64,78,56,44
79,29,81,36,1,78,28,52,20,14
15,21,81,98,14,32,98,8,75,26
41,68,19,33,54,87,75,18,81,75
72,5,60,14,71,52,6,43,63,90
59,46,50,65,17,56,20,37,82,61
15,0,22,96,91,69,33,14,24,34
63,69,80,49,97,20,32,51,45,57
88,70,16,75,79,87,76,28,17,86
58,53,89,80,40,68,26,2,34,95
89,47,8,92,1,58,7,41,14,65
98,86,41,36,18,95,32,72,35,42
98,95,53,4,32,40,15,24,73,22
55,74,89,74,61,76,44,94,85,62
6,63,31,31,58,2,52,69,72,16
86,58,44,97,77,94,96,84,50,13
51,66,25,76,68,3,0,65,33,38
33,37,71,13,6,39,11,44,79,64
65,87,65,48,77,44,26,72,7,4
30,0,68,70,40,26,79,78,99,37
96,30,6,18,11,81,38,51,76,58
58,13,76,67,63,66,87,78,68,85
34,76,62,45,99,56,71,72,42,17
0,79,87,66,99,41,32,66,20,70
88,29,82,55,96,22,63,36,86,37
81,83,31,40,0,50,44,70,50,10
28,38,67,75,11,65,28,18,93,9
51,94,56,89,71,64,67,12,84,69
93,72,86,57,68,72,27,19,98,39
72,42,99,41,8,79,26,82,9,11
95,90,94,20,62,75,86,99,20,61
43,90,29,12,5,79,26,44,82,28
34,19,64,84,90,72,29,84,40,22
22,3,64,24,46,81,59,20,43,65
23,6,13,15,38,22,40,85,45,48
