CUSTOMER_ID,ORDER_NUMBER,MATERIAL_NUMBER
25,28,2034
25,28,1150
25,28,1416
25,28,1302
25,28,228
25,28,1585
25,28,1436
25,28,1115
25,28,2966
25,29,19
25,29,2620
25,29,262
25,29,1725
25,29,2866
25,29,1725
25,29,978
25,29,1532
25,29,1741
25,29,49
25,29,755
25,29,2307
25,29,101
25,29,300
25,29,2660
25,29,4955
25,29,707
25,29,675
25,29,1748
25,29,1647
25,29,735
25,29,1457
25,29,1099
25,29,2620
25,29,1363
25,29,606
25,29,1147
25,29,566
25,29,521
25,29,533
25,29,1150
25,29,1351
25,29,1585
25,29,2374
26,16,1089
26,16,143
26,16,1113
26,16,2003
26,16,1425
26,16,2424
26,16,1462
26,16,350
26,16,333
26,16,800
26,16,190
26,16,41
26,16,374
26,16,125
26,16,1147
26,16,967
26,17,55
26,17,1089
26,17,2026
26,17,337
26,17,1119
26,17,1205
26,17,127
26,17,1867
26,17,301
26,17,41
26,17,143
26,17,2057
26,17,1069
26,17,624
26,17,944
26,17,94
26,17,944
26,18,1462
26,18,143
26,18,85
26,18,822
26,18,728
26,18,1147
26,18,1374
26,18,2424
26,18,55
26,18,55
26,18,55
26,18,607
26,18,451
26,18,350
26,18,41
26,18,466
26,18,314
26,18,966
26,18,94
26,18,1148
26,18,1267
26,18,85
27,40,4330
27,40,332
27,40,3
27,40,540
27,40,1302
27,40,768
27,40,1411
27,40,521
27,40,6
27,40,424
27,40,57
27,40,912
27,40,424
27,41,2016
27,41,3092
27,42,110
27,42,866
27,42,508
27,42,396
27,42,1183
28,21,1162
28,21,1642
28,22,2508
28,22,750
28,22,1642
28,22,1327
28,22,1087
28,22,237
28,22,750
28,22,567
28,22,2821
28,22,424
28,22,1404
28,22,2737
28,22,300
28,22,2306
28,22,248
28,22,1165
28,22,1294
28,22,1441
28,22,1528
28,22,622
28,22,148
28,22,148
28,23,3165
28,23,1447
28,23,1400
28,23,1347
28,23,1940
28,23,750
28,23,1327
28,23,300
28,23,1366
28,23,540
28,23,1419
28,23,1238
28,23,1824
28,23,1089
28,23,1091
28,23,800
28,23,732
28,23,1642
28,23,2730
28,23,2524
28,23,2715
28,23,1844
28,23,1366
28,23,649
28,23,7132
28,23,1528
28,23,623
28,23,1156
28,23,148
28,23,3859
28,23,248
29,39,1091
29,39,1453
29,39,1385
29,40,572
29,40,1427
29,40,2343
29,40,6337
29,41,1160
30,18,1787
30,19,118
30,19,187
30,19,118
30,19,2034
30,19,118
30,20,864
30,20,224
30,20,2034
30,20,5876
30,20,1067
31,35,2656
31,35,143
31,35,2656
31,35,607
31,35,5376
31,35,2264
31,35,802
31,35,301
31,35,588
31,35,524
31,35,2764
31,35,2819
31,35,1421
31,35,1224
31,35,3610
31,35,301
31,35,1760
31,35,282
31,35,2152
31,35,6207
31,35,1361
31,35,6468
31,35,1941
31,35,3670
31,35,6207
31,35,1126
31,35,4426
31,35,1480
31,35,3
31,35,705
31,35,3271
31,35,1133
31,35,1660
31,35,1120
31,35,2329
31,35,3
31,35,3
31,35,2825
31,35,2046
31,35,1411
31,35,2410
31,35,2046
31,35,1087
31,35,1136
31,35,1400
31,35,1411
31,35,1411
31,36,3670
31,36,783
31,36,2831
31,36,3459
31,36,2810
31,36,36
31,36,2841
31,36,5215
31,36,1411
31,37,1544
31,37,130
31,37,1370
31,37,1126
31,37,2656
31,37,1287
31,37,783
31,37,487
31,37,1508
31,37,1699
31,37,1775
31,37,1816
31,37,1774
31,37,1292
31,37,6675
31,37,2829
31,37,1883
31,37,1724
31,37,978
31,37,1205
31,37,1743
31,37,1366
31,37,1113
31,37,1748
31,37,6575
31,37,1837
31,37,2319
31,37,1403
31,37,1647
31,37,2850
31,37,5298
31,37,2835
31,37,1126
31,37,4142
31,37,735
31,37,740
31,37,2660
31,37,2844
31,37,2811
31,37,755
31,37,1236
31,37,1377
31,37,1060
31,37,521
31,37,1284
32,24,1089
32,24,85
32,24,2515
32,24,3
32,24,638
32,24,127
32,24,1164
32,24,1370
32,24,1151
32,24,1158
32,24,1533
32,24,1664
32,24,1080
32,24,4628
32,24,1142
32,24,935
32,24,465
32,24,2875
32,24,125
32,25,1765
32,25,1141
32,25,1106
32,25,167
32,25,1148
32,25,349
32,25,567
32,25,374
32,25,3639
32,25,1536
32,25,1147
32,25,1151
32,25,1446
32,25,66
32,25,1158
32,25,1313
32,25,3
32,25,935
32,25,1147
32,25,171
32,25,337
32,25,145
32,25,1089
32,25,579
32,25,862
32,25,119
32,25,214
32,25,1029
32,25,249
32,25,1091
32,25,672
32,25,246
32,25,1741
32,25,1548
32,25,2861
32,25,119
32,25,85
32,25,3
32,25,1883
32,26,954
32,26,515
33,47,1100
33,47,1533
33,47,1089
33,47,322
33,47,816
33,48,4509
33,48,396
33,48,1100
33,48,728
33,48,964
33,48,2390
33,49,5638
33,49,900
33,49,254
33,49,254
33,49,436
33,49,1089
33,49,27
33,49,234
33,49,3812
33,49,2874
33,49,1100
33,49,538
33,49,2875
33,49,836
33,49,1091
33,49,391
34,50,2906
34,50,649
34,50,978
34,50,2896
34,51,298
34,51,1091
34,51,3902
34,51,70
34,51,2906
34,51,1121
34,51,649
34,51,3360
34,51,679
34,51,1404
34,51,1385
34,51,2793
34,51,567
34,51,978
34,51,1357
34,51,193
34,51,2902
34,52,1385
34,52,315
34,52,1491
35,58,1760
35,58,511
35,58,171
35,59,1383
35,59,632
35,59,1386
35,59,1386
35,59,47
35,59,1054
35,59,3035
35,59,2274
35,59,85
35,59,125
35,59,125
35,59,2909
35,60,1760
35,60,2802
35,60,1067
35,60,1284
35,60,1089
35,60,2343
35,60,1688
35,60,1151
35,60,1182
35,60,487
35,60,1123
35,60,2427
35,60,1955
35,60,1851
35,60,5717
35,60,1069
35,60,143
35,60,1553
35,60,1173
35,60,244
35,60,495
35,60,1118
36,39,436
36,39,304
36,39,246
36,39,330
36,39,501
36,39,560
36,39,31
36,39,1457
36,39,416
36,40,168
36,40,1490
36,40,372
36,40,1063
36,40,456
36,40,143
36,40,797
36,41,75
36,41,611
37,35,1538
37,35,1249
37,35,1453
37,35,462
37,35,1563
37,35,292
37,35,1459
37,35,930
37,35,1955
37,35,318
37,35,1817
37,36,1076
37,36,967
37,36,755
37,36,1949
37,36,1158
37,36,3063
37,36,1679
37,37,572
37,37,1089
37,37,3
37,37,3
37,37,1798
38,28,1999
38,28,1136
38,28,1252
38,28,207
38,28,3268
38,28,935
38,29,1143
38,29,1089
38,29,1753
38,29,1457
38,29,501
38,29,2478
38,30,55
38,30,935
38,30,55
38,30,1206
39,27,397
39,27,1404
39,27,2646
39,28,1107
39,28,1931
39,28,1164
39,28,353
39,28,106
39,28,2274
39,28,1215
39,29,397
39,29,1394
39,29,514
39,29,1207
39,29,2646
40,52,894
40,52,1989
40,52,1091
40,52,894
40,52,878
40,52,894
40,52,671
40,52,301
40,52,1211
40,52,982
40,52,1787
40,52,2266
40,52,1100
40,52,894
40,52,894
40,52,406
40,52,485
40,52,203
40,52,3
40,52,480
40,52,1089
40,52,1709
40,52,3030
40,52,735
40,52,407
40,52,546
40,52,407
40,52,740
40,53,2838
40,53,115
40,53,148
40,53,118
40,53,119
40,53,1089
40,53,469
40,53,1457
40,53,1377
40,53,3
40,53,364
40,53,483
40,53,322
40,53,148
40,53,588
40,53,301
40,53,385
40,53,454
40,53,1547
40,53,7368
40,53,1095
40,53,570
40,53,1247
40,53,385
40,53,570
40,53,759
40,53,1284
40,53,2010
40,54,899
40,54,1113
41,40,3
41,40,3053
41,41,3072
41,41,3066
41,41,72
41,42,1124
41,42,751
42,47,2010
42,47,1457
42,47,1067
42,47,1089
42,47,735
42,47,732
42,47,1438
42,47,2339
42,47,1366
42,47,3
42,47,398
42,47,116
42,47,362
42,47,126
42,47,404
42,47,433
42,47,1579
42,47,2139
42,47,622
42,47,654
42,47,978
42,47,119
42,47,1363
42,47,433
42,47,119
42,47,351
42,47,2722
42,47,143
42,47,212
42,47,241
42,47,1418
42,48,143
42,48,433
42,48,3943
42,49,143
42,49,622
42,49,1457
42,49,3
42,49,682
42,49,3079
42,49,922
42,49,3077
42,49,1386
42,49,735
42,49,143
42,49,473
42,49,3
42,49,1363
42,49,4101
42,49,2722
42,49,252
42,49,1218
43,4,520
43,4,49
43,4,735
43,4,93
43,4,1236
43,4,143
43,4,1091
43,4,881
43,4,881
43,4,606
43,4,4014
43,4,473
43,5,934
43,5,6197
43,6,110
43,6,1292
43,6,746
43,6,10
43,6,1076
43,6,122
44,38,1235
44,38,621
44,38,369
44,38,55
44,38,816
44,38,83
44,38,1143
44,38,180
44,38,148
44,38,1004
44,38,1089
44,38,35
44,38,1091
44,38,83
44,38,533
44,38,484
44,38,762
44,38,706
44,38,2041
44,38,2476
44,38,2052
44,38,1896
44,38,424
44,38,1646
44,38,1896
44,38,424
44,38,569
44,38,424
44,38,424
44,39,3116
44,39,4555
44,39,10
44,40,3
44,40,1058
44,40,3194
44,40,3114
44,40,275
44,40,2930
44,40,275
44,40,423
44,40,275
44,40,2234
44,40,1588
44,40,349
44,40,275
44,40,1739
45,23,3215
45,24,424
45,24,3
45,24,1106
45,24,3
45,24,5153
45,24,1831
45,24,1091
45,24,3156
45,24,124
45,24,1553
45,24,2252
45,24,1106
45,24,1126
45,24,151
45,24,1158
45,24,1089
45,24,5896
45,24,246
45,24,466
45,24,3707
45,24,424
45,24,6245
45,24,70
45,24,3165
45,24,3047
45,24,3047
45,24,51
45,24,1205
45,24,352
45,24,1563
45,24,496
45,24,4595
45,24,496
45,24,2202
45,24,47
45,24,55
45,24,1861
45,24,1744
45,24,471
45,24,2035
45,24,1114
45,24,1292
45,24,515
45,24,1911
45,24,250
45,24,1859
45,24,154
45,24,1547
45,24,364
45,24,2107
45,25,148
45,25,475
46,43,2196
46,43,2159
46,44,372
46,44,2435
46,44,968
46,44,3
46,44,2460
46,45,315
46,45,1485
46,45,2120
46,45,315
46,45,377
46,45,2145
46,45,2921
46,45,1027
46,45,1027
46,45,77
46,45,1225
46,45,372
46,45,203
46,45,976
46,45,262
46,45,1745
46,45,1136
46,45,293
46,45,468
46,45,1126
46,45,1205
46,45,338
47,59,2303
47,59,1271
47,59,1363
47,59,900
47,59,1363
47,59,1950
47,59,1850
47,59,480
47,59,465
47,59,3330
47,59,110
47,59,93
47,59,3201
47,59,2854
47,59,1205
47,60,362
47,60,2486
47,60,332
47,60,328
47,60,1596
47,60,83
47,60,1482
47,60,3207
47,60,424
47,61,480
47,61,93
47,61,2227
47,61,83
47,61,465
47,61,3201
47,61,2854
47,61,480
47,61,2325
47,61,781
48,54,406
48,54,1337
48,54,3223
48,54,1095
48,54,570
48,54,1191
48,54,1510
48,54,364
48,54,5445
48,54,1089
48,54,2866
48,54,3229
48,54,271
48,54,229
48,54,1123
48,54,1095
48,54,636
48,54,1150
48,54,246
48,54,1095
48,54,2205
48,54,531
48,54,1136
48,54,1533
48,54,730
48,54,1136
48,54,683
48,54,1347
48,54,1173
48,54,1147
48,55,631
48,55,1938
48,55,148
48,55,1977
48,55,3
48,55,1247
48,55,517
48,55,406
48,55,2223
48,55,1104
48,55,894
48,55,231
48,55,978
48,55,110
48,55,3223
48,55,110
48,56,631
48,56,1904
48,56,1091
48,56,85
48,56,217
48,56,303
48,56,1999
48,56,85
48,56,1346
48,56,527
48,56,85
48,56,2223
48,56,65
48,56,133
48,56,351
48,56,116
48,56,1391
48,56,1475
48,56,304
48,56,2812
48,56,401
48,56,281
48,56,1601
48,56,1931
48,56,1148
48,56,3682
49,49,3870
49,49,1141
49,49,1575
49,49,85
49,50,1147
49,50,3236
49,50,3238
49,50,2464
49,50,3246
49,50,1165
49,50,1119
49,51,1089
49,51,41
49,51,1578
49,51,2696
49,51,1575
49,51,143
50,23,1611
50,24,3261
50,24,878
50,25,584
50,25,3438
50,25,1390
50,25,1453
50,25,1532
50,25,285
50,25,985
50,25,1791
51,146,282
51,146,3
51,146,753
51,146,392
51,146,3295
51,147,1724
51,147,416
51,147,524
51,147,1287
51,147,1390
51,148,3236
51,148,3301
52,15,1824
52,15,1089
52,15,1525
52,15,125
52,15,3048
52,15,878
52,15,1120
52,15,878
52,15,957
52,15,1038
52,15,882
52,15,1899
52,15,489
52,15,221
52,15,878
52,15,428
52,15,878
52,15,623
52,15,111
52,15,246
52,15,131
52,15,52
52,16,127
52,16,871
52,16,1370
52,16,1372
52,16,1872
52,16,1542
52,16,3333
52,16,2527
52,16,1120
52,16,1834
52,16,1236
52,16,32
52,16,41
52,16,807
52,17,2563
52,17,65
52,17,433
52,17,957
52,17,1115
52,17,783
52,17,695
52,17,1304
52,17,817
52,17,1304
52,17,1120
52,17,1870
52,17,1435
52,17,1089
52,17,428
52,17,85
52,17,65
52,17,1218
52,17,1114
52,17,1235
52,17,246
52,17,59
52,17,683
52,17,1533
52,17,1107
53,88,3335
53,88,940
53,88,2467
53,88,1089
53,88,143
53,89,346
53,90,454
53,90,2528
53,90,3336
53,90,1864
54,22,192
54,22,3283
54,22,52
54,22,210
54,22,3
54,22,1659
54,22,1148
54,22,5179
54,22,1033
54,22,2518
54,22,335
54,22,1433
54,22,316
54,22,1356
54,22,643
54,22,836
54,22,1793
54,22,606
54,22,755
54,22,3376
54,22,891
54,22,5883
54,22,804
54,22,5282
54,22,1166
54,22,102
54,22,3396
54,22,2945
54,22,3381
54,22,3389
54,22,957
54,22,1490
54,22,3377
54,23,3387
54,23,3283
54,23,316
54,23,3
54,23,170
54,23,707
54,23,2709
54,23,5179
54,23,1113
54,23,1931
54,23,3632
54,23,1931
54,23,1931
54,23,192
54,23,192
54,23,7232
54,23,755
54,23,2619
54,23,878
54,23,1433
54,23,85
54,23,697
54,23,3394
54,23,1166
54,23,3377
54,23,607
54,23,1490
54,23,607
54,24,1347
54,24,762
54,24,93
54,24,3
54,24,1148
54,24,944
54,24,1033
54,24,210
54,24,3381
54,24,109
54,24,606
54,24,2628
54,24,836
54,24,1113
54,24,783
54,24,3375
54,24,3396
55,34,3401
55,34,41
55,34,783
55,34,143
55,35,1942
55,35,2780
55,35,2679
55,35,151
55,35,1069
55,35,1533
55,35,1861
55,35,1863
55,35,1116
55,35,111
55,35,1008
55,35,542
55,35,2370
55,35,1202
55,35,1070
55,35,1453
55,36,304
55,36,2039
55,36,1165
55,36,1472
55,36,785
55,36,1070
55,36,1170
55,36,574
55,36,20
55,36,2236
55,36,71
55,36,3314
55,36,1235
55,36,2170
55,36,785
55,36,2316
55,36,1385
55,36,626
55,36,148
55,36,1136
55,36,122
55,36,2036
55,36,3
55,36,1533
55,36,1229
55,36,1147
55,36,1357
55,36,1147
55,36,276
55,36,142
55,36,542
55,36,3906
55,36,1926
55,36,649
56,60,377
56,60,1544
56,60,274
56,60,2530
56,61,1577
56,61,1771
56,61,274
56,61,2530
56,61,3430
56,61,800
56,62,3430
56,62,1577
56,62,131
56,62,800
56,62,782
56,62,262
56,62,3426
56,62,315
57,72,264
57,72,2945
57,72,2007
57,72,301
57,72,1051
57,73,607
57,73,851
57,73,1412
57,73,1495
57,73,192
57,73,634
57,73,3485
57,73,1008
57,73,271
57,73,732
57,73,2372
57,73,753
57,73,4
57,73,2654
57,73,3447
57,73,307
57,73,785
57,73,1652
57,73,1715
57,73,1675
57,73,1403
57,73,1403
57,73,763
57,73,1646
57,73,3385
57,73,2584
57,73,1765
57,73,1136
57,73,1953
57,73,2642
57,73,1167
57,73,2584
57,73,2272
57,73,2584
57,74,125
57,74,2007
57,74,461
57,74,1091
57,74,1151
57,74,566
58,38,606
58,38,1482
58,38,1868
58,38,2913
58,38,514
58,38,514
58,38,2377
58,39,515
58,39,954
58,39,620
58,39,605
58,39,515
58,39,428
58,39,1173
58,39,117
58,40,2518
58,40,762
58,40,1089
58,40,38
58,40,121
58,40,1253
58,40,3571
58,40,3196
58,40,1080
58,40,1609
58,40,3490
59,47,3144
59,47,3505
59,47,112
59,48,1374
59,48,3054
59,48,878
59,49,148
59,49,1651
59,49,1790
60,22,3972
60,22,2026
60,22,1063
60,22,643
60,22,2027
60,22,1089
60,22,570
60,23,1148
60,23,2274
60,23,101
60,23,1095
60,23,822
60,23,838
60,23,1760
60,23,1089
60,23,298
60,23,203
60,24,598
60,24,1435
60,24,285
60,24,1089
61,66,2657
61,66,437
61,66,6087
61,66,1653
61,66,119
61,67,1357
61,67,2081
61,67,278
61,68,1339
61,68,406
61,68,1140
61,68,759
61,68,623
61,68,2489
61,68,1341
61,68,70
61,68,1107
61,68,243
61,68,638
61,68,2657
61,68,3
61,68,119
61,68,1207
61,68,533
61,68,2866
61,68,1150
62,95,1547
62,95,1867
62,95,55
62,95,2984
62,96,194
62,96,3533
62,97,3356
62,97,533
62,97,2619
62,97,2775
62,97,1050
62,97,1087
63,34,1301
63,34,632
63,34,1036
63,34,1277
63,34,913
63,34,276
63,34,2647
63,34,3720
63,34,788
63,34,1847
63,35,1334
63,35,5743
63,35,241
63,35,4804
63,35,3155
63,35,524
63,35,3899
63,35,3549
63,36,1645
63,36,416
63,36,635
63,36,110
63,36,516
63,36,110
63,36,702
63,36,1813
63,36,3616
63,36,361
63,36,510
63,36,575
63,36,1091
64,106,3272
64,106,2675
64,106,1916
64,106,1533
64,106,814
64,106,730
64,107,1174
64,107,3
64,107,1485
64,107,1640
64,107,4361
64,107,143
64,107,6826
64,107,1147
64,108,865
64,108,2675
64,108,1404
64,108,763
64,108,1147
64,108,1174
64,108,1533
64,108,1089
64,108,978
64,108,978
64,108,1575
64,108,2119
64,108,1089
64,108,3179
64,108,49
64,108,1165
65,43,1159
65,43,193
65,43,125
65,43,1989
65,43,2815
65,44,316
65,44,3378
65,44,1267
65,45,1091
65,45,972
66,30,3605
66,30,654
66,30,1587
66,30,4123
66,31,1089
66,31,125
66,31,271
66,31,3462
66,31,4092
66,31,1284
66,31,642
66,31,1165
66,32,1091
66,32,1089
66,32,148
66,32,1945
66,32,4092
66,32,3
66,32,2209
66,32,3881
66,32,246
66,32,350
66,32,3
66,32,3
66,32,148
66,32,1422
66,32,1369
66,32,1369
66,32,1436
66,32,6190
66,32,1284
66,32,537
66,32,642
66,32,1107
66,32,1329
66,32,31
67,47,1332
67,47,753
67,47,794
67,47,2758
67,47,7290
67,47,2642
67,47,1199
67,47,3642
67,47,3385
67,47,1386
67,47,2758
67,47,1385
67,47,276
67,47,2120
67,48,793
67,48,2758
67,48,151
67,48,1168
67,48,1651
67,48,1284
67,48,1247
67,48,2814
67,48,1342
67,48,3631
67,48,2205
67,48,1837
67,48,416
67,48,941
67,48,148
67,48,1089
67,48,1556
67,48,4278
67,49,895
67,49,1089
68,76,187
68,76,4446
68,76,809
68,77,1151
68,77,1147
68,77,1089
68,78,3591
68,78,1851
68,78,433
68,78,1589
68,78,3336
68,78,673
68,78,1391
68,78,30
68,78,1284
68,78,697
68,78,1296
68,78,1038
68,78,3679
68,78,1087
68,78,732
68,78,152
68,78,95
68,78,887
68,78,532
68,78,2519
68,78,4022
68,78,1148
68,78,3656
68,78,55
68,78,55
68,78,142
68,78,901
69,84,1861
69,84,556
69,84,2710
69,84,1873
69,85,149
69,85,1147
69,85,1118
69,85,168
69,85,1938
69,86,149
69,86,1138
69,86,3716
69,86,842
69,86,168
69,86,469
69,86,538
69,86,1319
69,86,4717
69,86,2389
70,100,109
70,100,1451
70,100,3300
70,101,1190
70,101,398
70,101,126
70,101,1069
70,101,3547
70,101,131
70,101,1794
70,101,3719
70,102,207
70,102,816
70,102,1147
70,102,721
70,102,1457
70,102,935
70,102,333
71,95,70
71,95,1739
71,96,1568
71,96,1535
71,96,1363
71,96,1304
71,96,1568
71,96,1027
71,96,1367
71,96,922
71,96,1482
71,96,1294
71,96,1107
71,96,1356
71,96,4681
71,96,2257
71,96,1568
71,96,301
71,96,940
71,96,735
71,96,1568
71,97,125
71,97,1229
71,97,2693
71,97,2264
71,97,2458
71,97,632
71,97,6525
71,97,1363
72,11,55
72,11,707
72,11,1005
72,11,485
72,11,59
72,11,3144
72,11,692
72,11,406
72,11,2040
72,11,3
72,11,783
72,11,2429
72,11,298
72,11,5932
72,11,567
72,11,1284
72,11,1407
72,11,304
72,11,182
72,11,732
72,11,2293
72,11,566
72,11,922
72,11,720
72,11,1736
72,11,2283
72,11,504
72,11,3784
72,11,203
72,11,1659
72,11,1563
